0
"~W(1, 1)"
"~P(1, 1)"
"(W(1, 1) | OK(1, 1, 0) | P(1, 1))"
"(WumpusAlive(0) | OK(1, 1, 0) | P(1, 1))"
"(~P(1, 1) | ~OK(1, 1, 0))"
"(Forward(0) | FacingNorth(0) | Forward(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(L(3, 3, 0) | Forward(0) | Forward(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(FacingSouth(0) | Forward(0) | Forward(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(Forward(0) | Forward(0) | Forward(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(L(3, 3, 0) | L(3, 1, 0) | L(2, 2, 0) | ~Bump(1) | L(3, 2, 1))"
"(FacingSouth(0) | L(3, 1, 0) | L(2, 2, 0) | ~Bump(1) | L(3, 2, 1))"
"(Forward(0) | L(3, 1, 0) | L(2, 2, 0) | ~Bump(1) | L(3, 2, 1))"
"(L(3, 3, 0) | FacingNorth(0) | L(2, 2, 0) | ~Bump(1) | L(3, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | L(2, 2, 0) | ~Bump(1) | L(3, 2, 1))"
"(Forward(0) | FacingNorth(0) | L(2, 2, 0) | ~Bump(1) | L(3, 2, 1))"
"(L(3, 3, 0) | Forward(0) | L(2, 2, 0) | ~Bump(1) | L(3, 2, 1))"
"(FacingSouth(0) | Forward(0) | L(2, 2, 0) | ~Bump(1) | L(3, 2, 1))"
"(Forward(0) | Forward(0) | L(2, 2, 0) | ~Bump(1) | L(3, 2, 1))"
"(L(3, 3, 0) | L(3, 1, 0) | FacingEast(0) | ~Bump(1) | L(3, 2, 1))"
"(FacingSouth(0) | L(3, 1, 0) | FacingEast(0) | ~Bump(1) | L(3, 2, 1))"
"(Forward(0) | L(3, 1, 0) | FacingEast(0) | ~Bump(1) | L(3, 2, 1))"
"(L(3, 3, 0) | FacingNorth(0) | FacingEast(0) | ~Bump(1) | L(3, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | FacingEast(0) | ~Bump(1) | L(3, 2, 1))"
"(Forward(0) | FacingNorth(0) | FacingEast(0) | ~Bump(1) | L(3, 2, 1))"
"(L(3, 3, 0) | Forward(0) | FacingEast(0) | ~Bump(1) | L(3, 2, 1))"
"(FacingSouth(0) | Forward(0) | FacingEast(0) | ~Bump(1) | L(3, 2, 1))"
"(Forward(0) | Forward(0) | FacingEast(0) | ~Bump(1) | L(3, 2, 1))"
"(L(3, 3, 0) | L(3, 1, 0) | Forward(0) | ~Bump(1) | L(3, 2, 1))"
"(FacingSouth(0) | L(3, 1, 0) | Forward(0) | ~Bump(1) | L(3, 2, 1))"
"(Forward(0) | L(3, 1, 0) | Forward(0) | ~Bump(1) | L(3, 2, 1))"
"(L(3, 3, 0) | FacingNorth(0) | Forward(0) | ~Bump(1) | L(3, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | Forward(0) | ~Bump(1) | L(3, 2, 1))"
"(Forward(0) | FacingNorth(0) | Forward(0) | ~Bump(1) | L(3, 2, 1))"
"(L(3, 3, 0) | Forward(0) | Forward(0) | ~Bump(1) | L(3, 2, 1))"
"(FacingSouth(0) | Forward(0) | Forward(0) | ~Bump(1) | L(3, 2, 1))"
"(Forward(0) | Forward(0) | Forward(0) | ~Bump(1) | L(3, 2, 1))"
"(L(3, 3, 0) | L(3, 1, 0) | L(2, 2, 0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | L(3, 1, 0) | L(2, 2, 0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | L(3, 1, 0) | L(2, 2, 0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | FacingNorth(0) | L(2, 2, 0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | L(2, 2, 0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | FacingNorth(0) | L(2, 2, 0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | Forward(0) | L(2, 2, 0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | Forward(0) | L(2, 2, 0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | Forward(0) | L(2, 2, 0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | L(3, 1, 0) | FacingEast(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | L(3, 1, 0) | FacingEast(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | L(3, 1, 0) | FacingEast(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | FacingNorth(0) | FacingEast(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | FacingEast(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | FacingNorth(0) | FacingEast(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | Forward(0) | FacingEast(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | Forward(0) | FacingEast(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | Forward(0) | FacingEast(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | L(3, 1, 0) | Forward(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | L(3, 1, 0) | Forward(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | L(3, 1, 0) | Forward(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | FacingNorth(0) | Forward(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | Forward(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | FacingNorth(0) | Forward(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | Forward(0) | Forward(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | Forward(0) | Forward(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | Forward(0) | Forward(0) | L(3, 2, 1) | Bump(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | L(3, 1, 0) | L(2, 2, 0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | L(3, 1, 0) | L(2, 2, 0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | L(3, 1, 0) | L(2, 2, 0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | FacingNorth(0) | L(2, 2, 0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | L(2, 2, 0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | FacingNorth(0) | L(2, 2, 0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | Forward(0) | L(2, 2, 0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | Forward(0) | L(2, 2, 0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | Forward(0) | L(2, 2, 0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | L(3, 1, 0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | L(3, 1, 0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | L(3, 1, 0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | FacingNorth(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | FacingNorth(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | Forward(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | Forward(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | Forward(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | L(3, 1, 0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | L(3, 1, 0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | L(3, 1, 0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | FacingNorth(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | FacingNorth(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | Forward(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(FacingSouth(0) | Forward(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(Forward(0) | Forward(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(3, 2, 1))"
"(P(3, 2) | W(3, 2) | OK(3, 2, 1))"
"(~WumpusAlive(1) | OK(3, 2, 1))"
"(~P(3, 2) | WumpusAlive(1) | ~OK(3, 2, 1))"
"(~W(3, 2) | WumpusAlive(1) | ~OK(3, 2, 1))"
"(Breeze(1) | ~B(3, 3) | ~L(3, 3, 1))"
"(B(3, 3) | ~Breeze(1) | ~L(3, 3, 1))"
"(Stench(1) | ~S(3, 3) | ~L(3, 3, 1))"
"(S(3, 3) | ~Stench(1) | ~L(3, 3, 1))"
"(L(3, 2, 0) | L(2, 3, 0) | ~L(3, 3, 1) | Forward(1) | L(3, 3, 1))"
"(FacingNorth(0) | L(2, 3, 0) | ~L(3, 3, 1) | Forward(1) | L(3, 3, 1))"
"(Forward(0) | L(2, 3, 0) | ~L(3, 3, 1) | Forward(1) | L(3, 3, 1))"
"(L(3, 2, 0) | FacingEast(0) | ~L(3, 3, 1) | Forward(1) | L(3, 3, 1))"
"(FacingNorth(0) | FacingEast(0) | ~L(3, 3, 1) | Forward(1) | L(3, 3, 1))"
"(Forward(0) | FacingEast(0) | ~L(3, 3, 1) | Forward(1) | L(3, 3, 1))"
"(L(3, 2, 0) | Forward(0) | ~L(3, 3, 1) | Forward(1) | L(3, 3, 1))"
"(FacingNorth(0) | Forward(0) | ~L(3, 3, 1) | Forward(1) | L(3, 3, 1))"
"(Forward(0) | Forward(0) | ~L(3, 3, 1) | Forward(1) | L(3, 3, 1))"
"(L(3, 2, 0) | L(2, 3, 0) | ~Bump(1) | L(3, 3, 1))"
"(FacingNorth(0) | L(2, 3, 0) | ~Bump(1) | L(3, 3, 1))"
"(Forward(0) | L(2, 3, 0) | ~Bump(1) | L(3, 3, 1))"
"(L(3, 2, 0) | FacingEast(0) | ~Bump(1) | L(3, 3, 1))"
"(FacingNorth(0) | FacingEast(0) | ~Bump(1) | L(3, 3, 1))"
"(Forward(0) | FacingEast(0) | ~Bump(1) | L(3, 3, 1))"
"(L(3, 2, 0) | Forward(0) | ~Bump(1) | L(3, 3, 1))"
"(FacingNorth(0) | Forward(0) | ~Bump(1) | L(3, 3, 1))"
"(Forward(0) | Forward(0) | ~Bump(1) | L(3, 3, 1))"
"(L(3, 2, 0) | L(2, 3, 0) | L(3, 3, 1) | Bump(1) | ~L(3, 3, 1))"
"(FacingNorth(0) | L(2, 3, 0) | L(3, 3, 1) | Bump(1) | ~L(3, 3, 1))"
"(Forward(0) | L(2, 3, 0) | L(3, 3, 1) | Bump(1) | ~L(3, 3, 1))"
"(L(3, 2, 0) | FacingEast(0) | L(3, 3, 1) | Bump(1) | ~L(3, 3, 1))"
"(FacingNorth(0) | FacingEast(0) | L(3, 3, 1) | Bump(1) | ~L(3, 3, 1))"
"(Forward(0) | FacingEast(0) | L(3, 3, 1) | Bump(1) | ~L(3, 3, 1))"
"(L(3, 2, 0) | Forward(0) | L(3, 3, 1) | Bump(1) | ~L(3, 3, 1))"
"(FacingNorth(0) | Forward(0) | L(3, 3, 1) | Bump(1) | ~L(3, 3, 1))"
"(Forward(0) | Forward(0) | L(3, 3, 1) | Bump(1) | ~L(3, 3, 1))"
"(L(3, 2, 0) | L(2, 3, 0) | ~Forward(1) | Bump(1) | ~L(3, 3, 1))"
"(FacingNorth(0) | L(2, 3, 0) | ~Forward(1) | Bump(1) | ~L(3, 3, 1))"
"(Forward(0) | L(2, 3, 0) | ~Forward(1) | Bump(1) | ~L(3, 3, 1))"
"(L(3, 2, 0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(3, 3, 1))"
"(FacingNorth(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(3, 3, 1))"
"(Forward(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(3, 3, 1))"
"(L(3, 2, 0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(3, 3, 1))"
"(FacingNorth(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(3, 3, 1))"
"(Forward(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(3, 3, 1))"
"(P(3, 3) | W(3, 3) | OK(3, 3, 1))"
"(~WumpusAlive(1) | OK(3, 3, 1))"
"(~P(3, 3) | WumpusAlive(1) | ~OK(3, 3, 1))"
"(~W(3, 3) | WumpusAlive(1) | ~OK(3, 3, 1))"
(~FacingNorth(0) | ~TurnRight(0) | FacingEast(1))
(~FacingSouth(0) | ~TurnLeft(0) | FacingEast(1))
(~FacingEast(0) | TurnLeft(0) | TurnRight(0) | FacingEast(1))
(FacingEast(0) | FacingSouth(0) | FacingNorth(0) | ~FacingEast(1))
(~TurnLeft(0) | FacingSouth(0) | FacingNorth(0) | ~FacingEast(1))
(~TurnRight(0) | FacingSouth(0) | FacingNorth(0) | ~FacingEast(1))
(FacingEast(0) | TurnLeft(0) | FacingNorth(0) | ~FacingEast(1))
(~TurnLeft(0) | TurnLeft(0) | FacingNorth(0) | ~FacingEast(1))
(~TurnRight(0) | TurnLeft(0) | FacingNorth(0) | ~FacingEast(1))
(FacingEast(0) | FacingSouth(0) | TurnRight(0) | ~FacingEast(1))
(~TurnLeft(0) | FacingSouth(0) | TurnRight(0) | ~FacingEast(1))
(~TurnRight(0) | FacingSouth(0) | TurnRight(0) | ~FacingEast(1))
(FacingEast(0) | TurnLeft(0) | TurnRight(0) | ~FacingEast(1))
(~TurnLeft(0) | TurnLeft(0) | TurnRight(0) | ~FacingEast(1))
(~TurnRight(0) | TurnLeft(0) | TurnRight(0) | ~FacingEast(1))
(~FacingNorth(0) | ~TurnLeft(0) | FacingWest(1))
(~FacingSouth(0) | ~TurnRight(0) | FacingWest(1))
(~FacingWest(0) | TurnLeft(0) | TurnRight(0) | FacingWest(1))
(FacingWest(0) | FacingSouth(0) | FacingNorth(0) | ~FacingWest(1))
(~TurnLeft(0) | FacingSouth(0) | FacingNorth(0) | ~FacingWest(1))
(~TurnRight(0) | FacingSouth(0) | FacingNorth(0) | ~FacingWest(1))
(FacingWest(0) | TurnRight(0) | FacingNorth(0) | ~FacingWest(1))
(~TurnLeft(0) | TurnRight(0) | FacingNorth(0) | ~FacingWest(1))
(~TurnRight(0) | TurnRight(0) | FacingNorth(0) | ~FacingWest(1))
(FacingWest(0) | FacingSouth(0) | TurnLeft(0) | ~FacingWest(1))
(~TurnLeft(0) | FacingSouth(0) | TurnLeft(0) | ~FacingWest(1))
(~TurnRight(0) | FacingSouth(0) | TurnLeft(0) | ~FacingWest(1))
(FacingWest(0) | TurnRight(0) | TurnLeft(0) | ~FacingWest(1))
(~TurnLeft(0) | TurnRight(0) | TurnLeft(0) | ~FacingWest(1))
(~TurnRight(0) | TurnRight(0) | TurnLeft(0) | ~FacingWest(1))
(~FacingEast(0) | ~TurnLeft(0) | FacingNorth(1))
(~FacingWest(0) | ~TurnRight(0) | FacingNorth(1))
(~FacingNorth(0) | TurnLeft(0) | TurnRight(0) | FacingNorth(1))
(FacingNorth(0) | FacingWest(0) | FacingEast(0) | ~FacingNorth(1))
(~TurnLeft(0) | FacingWest(0) | FacingEast(0) | ~FacingNorth(1))
(~TurnRight(0) | FacingWest(0) | FacingEast(0) | ~FacingNorth(1))
(FacingNorth(0) | TurnRight(0) | FacingEast(0) | ~FacingNorth(1))
(~TurnLeft(0) | TurnRight(0) | FacingEast(0) | ~FacingNorth(1))
(~TurnRight(0) | TurnRight(0) | FacingEast(0) | ~FacingNorth(1))
(FacingNorth(0) | FacingWest(0) | TurnLeft(0) | ~FacingNorth(1))
(~TurnLeft(0) | FacingWest(0) | TurnLeft(0) | ~FacingNorth(1))
(~TurnRight(0) | FacingWest(0) | TurnLeft(0) | ~FacingNorth(1))
(FacingNorth(0) | TurnRight(0) | TurnLeft(0) | ~FacingNorth(1))
(~TurnLeft(0) | TurnRight(0) | TurnLeft(0) | ~FacingNorth(1))
(~TurnRight(0) | TurnRight(0) | TurnLeft(0) | ~FacingNorth(1))
(~FacingWest(0) | ~TurnLeft(0) | FacingSouth(1))
(~FacingEast(0) | ~TurnRight(0) | FacingSouth(1))
(~FacingSouth(0) | TurnLeft(0) | TurnRight(0) | FacingSouth(1))
(FacingSouth(0) | FacingEast(0) | FacingWest(0) | ~FacingSouth(1))
(~TurnLeft(0) | FacingEast(0) | FacingWest(0) | ~FacingSouth(1))
(~TurnRight(0) | FacingEast(0) | FacingWest(0) | ~FacingSouth(1))
(FacingSouth(0) | TurnRight(0) | FacingWest(0) | ~FacingSouth(1))
(~TurnLeft(0) | TurnRight(0) | FacingWest(0) | ~FacingSouth(1))
(~TurnRight(0) | TurnRight(0) | FacingWest(0) | ~FacingSouth(1))
(FacingSouth(0) | FacingEast(0) | TurnLeft(0) | ~FacingSouth(1))
(~TurnLeft(0) | FacingEast(0) | TurnLeft(0) | ~FacingSouth(1))
(~TurnRight(0) | FacingEast(0) | TurnLeft(0) | ~FacingSouth(1))
(FacingSouth(0) | TurnRight(0) | TurnLeft(0) | ~FacingSouth(1))
(~TurnLeft(0) | TurnRight(0) | TurnLeft(0) | ~FacingSouth(1))
(~TurnRight(0) | TurnRight(0) | TurnLeft(0) | ~FacingSouth(1))
(Forward(0) | TurnRight(0) | TurnLeft(0))
(~TurnRight(0) | ~Forward(0))
(~TurnLeft(0) | ~Forward(0))
(HaveArrow(1) | ~HaveArrow(0) | Shoot(0))
(HaveArrow(0) | ~HaveArrow(1))
(~Shoot(0) | ~HaveArrow(1))
(WumpusAlive(1) | ~WumpusAlive(0) | Scream(1))
(WumpusAlive(0) | ~WumpusAlive(1))
(~Scream(1) | ~WumpusAlive(1))
